Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Datetime
0.047696355,0.0,0.0,0.0,2024-06-04 14:17:41.047696
0.088183751,0.2081842422,0.07846832275,-0.6815476418,2024-06-04 14:17:41.088184
0.128707762,-0.8027074337,0.2763195038,-0.7917914391,2024-06-04 14:17:41.128708
0.169194272,0.7831609249,-0.2767801285,0.09650802612,2024-06-04 14:17:41.169194
0.244686616,1.290793896,-0.1025724411,-0.3272213936,2024-06-04 14:17:41.244687
0.28519396,0.4966807365,0.2531499863,-1.144569874,2024-06-04 14:17:41.285194
0.32572948,-1.795770407,-2.196751356,3.049199104,2024-06-04 14:17:41.325729
0.36622448,-1.861114144,-0.1324219704,3.221095562,2024-06-04 14:17:41.366224
0.406678126,-1.855127811,0.2933588028,1.737685204,2024-06-04 14:17:41.406678
0.447112449,-0.3682265878,0.06296348572,-0.7015218735,2024-06-04 14:17:41.447112
0.487669949,0.2548854351,-1.755492449,-1.70956707,2024-06-04 14:17:41.487670
0.528124272,0.9934374094,-0.446808815,0.7636060715,2024-06-04 14:17:41.528124
0.568603803,0.8214623928,1.194082737,0.8459005356,2024-06-04 14:17:41.568604
0.609094793,-0.9873758554,0.5278892517,0.1722602844,2024-06-04 14:17:41.609095
0.64961573,-0.3721606731,0.2124757767,-0.2048330307,2024-06-04 14:17:41.649616
0.690073803,-0.07469844818,0.07454824448,-0.451731205,2024-06-04 14:17:41.690074
0.730570366,-1.040425301,-0.1108007431,-0.2853293419,2024-06-04 14:17:41.730570
0.771091408,0.826317668,-0.05343723297,0.1342697144,2024-06-04 14:17:41.771091
0.811577814,0.9604296684,0.7913632393,0.8061122894,2024-06-04 14:17:41.811578
0.852032137,-1.795158863,-0.2650856972,0.5213103294,2024-06-04 14:17:41.852032
0.892542241,-0.2823857069,-0.340616703,0.05106639862,2024-06-04 14:17:41.892542
0.93309172,1.231427431,-0.6719088554,-1.824822426,2024-06-04 14:17:41.933092
0.973581303,1.518751383,-0.5256795883,-2.012051105,2024-06-04 14:17:41.973581
1.014021772,1.409521341,-0.5569787025,1.680922031,2024-06-04 14:17:42.014022
1.054477137,0.731041193,-0.7858829498,-1.616554737,2024-06-04 14:17:42.054477
1.094989168,-0.5457017422,0.5580306053,1.629610538,2024-06-04 14:17:42.094989
1.135481564,-0.9062294364,0.8271212578,3.073565483,2024-06-04 14:17:42.135482
1.176032137,-0.2133024633,-0.1457595825,1.089899063,2024-06-04 14:17:42.176032
1.216512553,0.1994625032,-0.201426506,-0.8821525574,2024-06-04 14:17:42.216513
1.257018543,-0.531575799,-0.5570263863,0.02515125275,2024-06-04 14:17:42.257019
1.297437397,-0.7148836851,-0.6765599251,0.8343410492,2024-06-04 14:17:42.297437
1.337897397,-1.056895256,-0.1317119598,0.9071784019,2024-06-04 14:17:42.337897
1.378468074,0.1567018032,2.15698719,0.5977406502,2024-06-04 14:17:42.378468
1.418876928,-1.422726274,-0.5615620613,1.420029163,2024-06-04 14:17:42.418877
1.459358126,-0.7756665945,-0.3463134766,-1.047920704,2024-06-04 14:17:42.459358
1.49986646,1.037424564,-1.049705982,-0.8680109978,2024-06-04 14:17:42.499866
1.540350001,0.9805276394,-1.830658436,1.438776016,2024-06-04 14:17:42.540350
1.580859897,0.6470150948,-1.66646862,1.826746464,2024-06-04 14:17:42.580860
1.62133547,0.1205412149,-2.233508587,1.995043755,2024-06-04 14:17:42.621335
1.661896303,1.299990892,-1.560281754,-0.001989364624,2024-06-04 14:17:42.661896
1.70227797,0.01365709305,-0.2357320786,-1.309607983,2024-06-04 14:17:42.702278
1.74279646,1.860677958,-0.1735873222,-1.266870499,2024-06-04 14:17:42.742796
1.783300887,0.631783247,-1.343141556,0.5723471642,2024-06-04 14:17:42.783301
1.823856043,0.2637150288,-2.044028759,0.2935996056,2024-06-04 14:17:42.823856
1.864335158,2.792933941,-1.817731857,-0.9590754509,2024-06-04 14:17:42.864335
1.904821199,2.18885994,-1.772928715,-2.227232456,2024-06-04 14:17:42.904821
1.945257033,2.163179874,-0.7140610218,-4.842760086,2024-06-04 14:17:42.945257
1.985789637,0.9779560566,-0.0762181282,-4.63527298,2024-06-04 14:17:42.985790
2.026247033,1.167133331,0.6183154583,-1.944262981,2024-06-04 14:17:43.026247
2.066705522,-0.6646049023,1.355715513,-0.5645446777,2024-06-04 14:17:43.066706
2.107163595,-2.149784565,1.667997122,-1.651055336,2024-06-04 14:17:43.107164
2.147690574,-4.18956852,1.66821897,-2.370296001,2024-06-04 14:17:43.147691
2.188173387,-6.451913357,2.212267399,-4.414949417,2024-06-04 14:17:43.188173
2.228672762,-2.998187065,1.755081654,4.872150898,2024-06-04 14:17:43.228673
2.269180574,-6.976246357,1.074494839,-1.839324474,2024-06-04 14:17:43.269181
2.309705314,-4.894603252,0.7847901583,4.37867403,2024-06-04 14:17:43.309705
2.350175783,0.5859255791,1.098945737,5.073979855,2024-06-04 14:17:43.350176
2.390680574,-0.7505960464,2.457146406,1.861846924,2024-06-04 14:17:43.390681
2.431126824,-2.380299091,1.478489518,2.517090797,2024-06-04 14:17:43.431127
2.471598543,0.4250531197,-1.888494015,-5.760202408,2024-06-04 14:17:43.471599
2.512113178,5.301034927,4.232914925,15.11898041,2024-06-04 14:17:43.512113
2.55265047,1.71629858,1.230859756,-1.958515644,2024-06-04 14:17:43.552650
2.593125626,0.4566435814,3.318989754,1.137669086,2024-06-04 14:17:43.593126
2.633574949,-3.246459007,0.2444672585,2.387678146,2024-06-04 14:17:43.633575
2.674064272,0.6637067795,1.089016199,0.4444861412,2024-06-04 14:17:43.674064
2.714537501,-1.880556107,-0.6740095615,1.014053345,2024-06-04 14:17:43.714538
2.755053803,1.746763706,-1.014993668,-3.768508673,2024-06-04 14:17:43.755054
2.795581564,6.326072693,0.9952112436,-0.2819671631,2024-06-04 14:17:43.795582
2.836031928,2.181834698,-0.4117982388,0.7183094025,2024-06-04 14:17:43.836032
2.876531876,-3.039513588,-2.73947072,-1.614372253,2024-06-04 14:17:43.876532
2.917012605,3.474666595,0.2187792063,-1.195378304,2024-06-04 14:17:43.917013
