Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Datetime
0.047696355,-0.2231663167,0.3171731234,0.1789591461,2024-06-04 14:17:41.047696
0.088183751,-0.3797555864,0.560978353,0.1901440918,2024-06-04 14:17:41.088184
0.128707762,-0.8057156205,1.029680848,0.2918738425,2024-06-04 14:17:41.128708
0.169194272,-1.09439373,0.1280942708,0.5085155964,2024-06-04 14:17:41.169194
0.244686616,-0.845395565,0.5785546899,-1.337533236,2024-06-04 14:17:41.244687
0.28519396,-1.61436069,0.2500634491,-1.082276702,2024-06-04 14:17:41.285194
0.32572948,-0.8845428824,2.143648386,-0.118640326,2024-06-04 14:17:41.325729
0.36622448,0.3029256463,0.1587197185,0.02956021577,2024-06-04 14:17:41.366224
0.406678126,0.6612433791,-0.6163704395,0.3621792197,2024-06-04 14:17:41.406678
0.447112449,-0.1999974996,0.408516854,0.4617785215,2024-06-04 14:17:41.447112
0.487669949,-0.5304860473,0.3382114768,0.5955983996,2024-06-04 14:17:41.487670
0.528124272,0.1908098608,0.1233007237,0.1267627329,2024-06-04 14:17:41.528124
0.568603803,0.5111786723,0.0487344116,-0.07563154399,2024-06-04 14:17:41.568604
0.609094793,0.4706998467,-0.3308880031,0.1126483902,2024-06-04 14:17:41.609095
0.64961573,0.1276948154,-0.3210346103,0.2010627389,2024-06-04 14:17:41.649616
0.690073803,-0.02170412242,-0.1213034093,0.2079867423,2024-06-04 14:17:41.690074
0.730570366,0.2336854935,0.1163767055,0.4585828185,2024-06-04 14:17:41.730570
0.771091408,0.5706986189,0.7031869292,0.1994648874,2024-06-04 14:17:41.771091
0.811577814,0.9033176303,2.00357008,0.3371462524,2024-06-04 14:17:41.811578
0.852032137,0.9757534266,1.404243469,1.204512239,2024-06-04 14:17:41.852032
0.892542241,0.8553821445,1.183207631,1.416493654,2024-06-04 14:17:41.892542
0.93309172,-0.3374125659,1.508103609,1.307573557,2024-06-04 14:17:41.933092
0.973581303,-0.8382052183,0.7998568416,0.479621172,2024-06-04 14:17:41.973581
1.014021772,-0.2711018026,0.6142399907,0.2607157826,2024-06-04 14:17:42.014022
1.054477137,-1.380808353,0.6659038067,0.4604469836,2024-06-04 14:17:42.054477
1.094989168,-0.6806839108,0.01624480449,0.02929390781,2024-06-04 14:17:42.094989
1.135481564,0.401992321,-0.1237001866,0.2055899799,2024-06-04 14:17:42.135482
1.176032137,0.5304860473,-0.1910761744,0.09613727778,2024-06-04 14:17:42.176032
1.216512553,-0.04434032366,0.3435376585,0.1738992929,2024-06-04 14:17:42.216513
1.257018543,0.4571181238,-0.08628387749,0.1941387206,2024-06-04 14:17:42.257019
1.297437397,1.128081799,-1.083874583,0.4977301359,2024-06-04 14:17:42.297437
1.337897397,1.26882565,-1.142196059,0.3557878435,2024-06-04 14:17:42.337897
1.378468074,0.7081136703,0.5953320861,0.0221035853,2024-06-04 14:17:42.378468
1.418876928,0.9371387362,-0.3860138059,0.6089138389,2024-06-04 14:17:42.418877
1.459358126,0.3372794092,-0.2312887162,0.2340849638,2024-06-04 14:17:42.459358
1.49986646,-0.2103835195,0.3667064607,-0.06258244067,2024-06-04 14:17:42.499866
1.540350001,-0.06884068251,0.3592498302,-0.3766930401,2024-06-04 14:17:42.540350
1.580859897,-0.02117150649,0.3480648994,-0.1796249151,2024-06-04 14:17:42.580860
1.62133547,-0.1171756312,0.3153089881,0.1264964193,2024-06-04 14:17:42.621335
1.661896303,-0.4399412274,-0.8231588006,0.4790885448,2024-06-04 14:17:42.661896
1.70227797,-0.8738905191,-1.282274246,0.5346138477,2024-06-04 14:17:42.702278
1.74279646,-1.42208612,-0.6701647043,0.05619104207,2024-06-04 14:17:42.742796
1.783300887,-1.213433623,-0.1958697289,-0.02343512699,2024-06-04 14:17:42.783301
1.823856043,-1.084274054,0.2849498391,-0.2334191799,2024-06-04 14:17:42.823856
1.864335158,-1.092263341,1.222354889,-1.029015064,2024-06-04 14:17:42.864335
1.904821199,-1.209705234,2.216616869,-1.815556526,2024-06-04 14:17:42.904821
1.945257033,-1.620485783,2.30716157,-2.125406265,2024-06-04 14:17:42.945257
1.985789637,-1.812227726,1.82620883,-2.138189077,2024-06-04 14:17:42.985790
2.026247033,-1.50970149,1.838192701,-2.381328344,2024-06-04 14:17:43.026247
2.066705522,-1.223020673,2.927926064,-2.509422779,2024-06-04 14:17:43.066706
2.107163595,-1.132209539,2.631391764,-2.403165817,2024-06-04 14:17:43.107164
2.147690574,-1.373618007,1.418890357,-1.772148252,2024-06-04 14:17:43.147691
2.188173387,-2.343645811,0.2860150635,-0.8809477091,2024-06-04 14:17:43.188173
2.228672762,-1.34858501,1.23433876,-0.9198287129,2024-06-04 14:17:43.228673
2.269180574,-2.451766968,0.9681636691,0.0599193573,2024-06-04 14:17:43.269181
2.309705314,-1.465760589,0.2884118557,0.6579145193,2024-06-04 14:17:43.309705
2.350175783,-1.386134505,0.7844109535,0.3778914213,2024-06-04 14:17:43.350176
2.390680574,-1.454841971,-0.1655105799,0.6933335662,2024-06-04 14:17:43.390681
2.431126824,-1.712894678,-1.222887516,1.778539658,2024-06-04 14:17:43.431127
2.471598543,-2.305830002,1.072290182,0.4788222313,2024-06-04 14:17:43.471599
2.512113178,0.2286256403,1.34858501,-0.2525933683,2024-06-04 14:17:43.512113
2.55265047,0.2089188248,-0.1078548431,0.2993304729,2024-06-04 14:17:43.552650
2.593125626,0.229424566,0.8216941357,0.6379414201,2024-06-04 14:17:43.593126
2.633574949,0.8918663263,0.456984967,1.699046731,2024-06-04 14:17:43.633575
2.674064272,1.002650619,0.4965317547,1.523283243,2024-06-04 14:17:43.674064
2.714537501,0.9275516272,0.8536511064,1.66629076,2024-06-04 14:17:43.714538
2.755053803,0.3236976862,-0.01784265228,1.0914644,2024-06-04 14:17:43.755054
2.795581564,0.3250292242,-0.388410598,-0.382019192,2024-06-04 14:17:43.795582
2.836031928,0.1229012609,-0.3902747631,-1.175750971,2024-06-04 14:17:43.836032
2.876531876,0.1362166703,-0.02689713426,-1.012770295,2024-06-04 14:17:43.876532
2.917012605,0.006524552125,-0.5199668407,-2.332593918,2024-06-04 14:17:43.917013
2.957499533,-0.08921326697,-1.060705781,-2.371741295,2024-06-04 14:17:43.957500
2.998004741,-0.05179695413,-0.4022586346,-1.131011128,2024-06-04 14:17:43.998005
3.03853698,-0.06671021879,0.05912043154,-0.1035939083,2024-06-04 14:17:44.038537
3.078975366,0.01238333434,0.4655068219,0.469235152,2024-06-04 14:17:44.078975
3.119454168,0.7395380139,-0.600391984,0.4146419466,2024-06-04 14:17:44.119454
3.159931095,0.6071828008,-0.003994623665,-0.6933335662,2024-06-04 14:17:44.159931
3.20039646,0.6487269402,-0.2587184608,-0.7480598688,2024-06-04 14:17:44.200396
3.240907501,0.7541849613,-0.1721682847,-0.0519301109,2024-06-04 14:17:44.240908
3.281442605,0.6045197248,-0.2845503688,0.2564548552,2024-06-04 14:17:44.281443
3.321955105,0.7126408815,-0.2166417688,-0.06897383928,2024-06-04 14:17:44.321955
3.362445626,0.01744319126,-0.04047885537,-0.07323476672,2024-06-04 14:17:44.362446
3.402914949,-0.08508548886,-0.0117175635,-0.4118457139,2024-06-04 14:17:44.402915
3.443384116,-0.7559159994,-0.02583190054,-0.8300828338,2024-06-04 14:17:44.443384
3.48384573,0.1205044836,0.1991985738,0.1067896113,2024-06-04 14:17:44.483846
3.524359168,0.2331528813,0.1805569977,-0.2896102369,2024-06-04 14:17:44.524359
3.56488073,-0.09214265645,0.3621792197,-0.1548582464,2024-06-04 14:17:44.564881
3.605335991,-0.1054580659,0.4933360517,0.518369019,2024-06-04 14:17:44.605336
3.645835835,0.6854774356,1.113701105,0.08947957307,2024-06-04 14:17:44.645836
3.686265574,0.3157084286,1.599979997,-1.099853039,2024-06-04 14:17:44.686266
3.726754741,0.8820129633,-0.04234301299,0.9239565134,2024-06-04 14:17:44.726755
3.767263855,0.9730903506,-0.071104303,1.127016544,2024-06-04 14:17:44.767264
3.807761668,0.837805748,-0.2169080675,0.781481564,2024-06-04 14:17:44.807762
3.848304845,0.4706998467,-0.2467346042,-0.03834838793,2024-06-04 14:17:44.848305
3.888754428,0.1316894293,-0.3396761715,-0.2648435533,2024-06-04 14:17:44.888754
3.929237501,-0.1302247345,-0.1529940963,-0.1679073572,2024-06-04 14:17:44.929238
3.96976547,-0.3323526978,0.1736329794,-0.3556546867,2024-06-04 14:17:44.969765
4.01023021,-0.3153089881,-0.2187722325,-0.7021217346,2024-06-04 14:17:45.010230
4.050697658,-0.3009283245,-0.4206338823,-0.4360797703,2024-06-04 14:17:45.050698
4.091189324,-0.3350157738,-0.3740299344,-0.2003969699,2024-06-04 14:17:45.091189
4.131666147,-0.2623136342,-0.239810586,-0.04687025398,2024-06-04 14:17:45.131666
4.172229793,-0.08814803511,0.1531272531,-0.226228863,2024-06-04 14:17:45.172230
4.21271146,-0.05685681105,-0.05166380107,-0.2403431982,2024-06-04 14:17:45.212711
4.253153439,-0.1296921223,0.0114512546,-0.579087317,2024-06-04 14:17:45.253153
4.293673074,0.07736254483,-0.277892679,-0.3673722446,2024-06-04 14:17:45.293673
4.334180574,0.06378082931,-0.2086525112,-0.334882617,2024-06-04 14:17:45.334181
4.374607085,0.08109086752,-0.06924014539,-0.177760765,2024-06-04 14:17:45.374607
4.415098491,-0.02516612969,-0.01011971384,-0.1450048387,2024-06-04 14:17:45.415098
4.45559771,-0.004394086078,-0.1631138027,-0.1817553788,2024-06-04 14:17:45.455598
4.496129897,-0.02889444493,-0.1311568171,-0.1298252791,2024-06-04 14:17:45.496130
4.536597293,0.04194355011,-0.06870753318,-0.07935985923,2024-06-04 14:17:45.536597
4.577135939,0.08508548886,-0.08468602598,-0.1022623703,2024-06-04 14:17:45.577136
4.61758948,0.07150376588,-0.03994623944,-0.06311506033,2024-06-04 14:17:45.617589
4.658063022,0.09227581322,0.1496652365,-0.05805519968,2024-06-04 14:17:45.658063
4.698530574,0.02596505545,0.05459319428,-0.06977276504,2024-06-04 14:17:45.698531
4.73906948,-0.1342193633,0.1315562725,0.0114512546,2024-06-04 14:17:45.739069
4.779517241,-0.2599168718,0.1754971445,0.1611164957,2024-06-04 14:17:45.779517
4.820018543,-0.4292888939,0.2402100414,0.248199299,2024-06-04 14:17:45.820019
4.860490158,-0.5975957513,0.3536573648,0.2769605815,2024-06-04 14:17:45.860490
4.900969845,-0.5110455155,0.3163742125,0.2202369273,2024-06-04 14:17:45.900970
4.941475105,-0.3195699155,-0.01091863867,0.0487344116,2024-06-04 14:17:45.941475
4.98201797,-0.0003994623839,-0.1316894293,0.01864157803,2024-06-04 14:17:45.982018
5.022462814,0.3223661482,0.1728340536,0.1683068126,2024-06-04 14:17:46.022463
5.062946824,0.6745588183,0.4740287066,0.4442021847,2024-06-04 14:17:46.062947
5.103493283,1.034341216,0.4314193726,0.9407339096,2024-06-04 14:17:46.103493
5.143974689,0.8212946653,0.2205032408,0.766035676,2024-06-04 14:17:46.143975
5.184453439,0.5936011076,-0.2938711643,0.2466014475,2024-06-04 14:17:46.184453
5.224895053,0.3926715255,-0.2808220685,-0.06764229387,2024-06-04 14:17:46.224895
5.265385939,0.2528596818,-0.03541899845,-0.2659088075,2024-06-04 14:17:46.265386
5.305902866,0.4544550478,-0.3804213405,-0.347132802,2024-06-04 14:17:46.305903
5.346393074,0.724624753,-0.1105179265,-0.3655080795,2024-06-04 14:17:46.346393
5.386829116,0.5456656218,0.1326215118,-0.371633172,2024-06-04 14:17:46.386829
5.427389272,0.5882749557,0.2809551954,-0.4794880152,2024-06-04 14:17:46.427389
5.467805626,0.5938674212,0.2580527067,-0.4499278069,2024-06-04 14:17:46.467806
5.508294012,0.5754921436,0.02796236612,-0.334882617,2024-06-04 14:17:46.508294
5.548811512,0.5680354834,-0.08761541545,-0.3468665183,2024-06-04 14:17:46.548812
5.58933172,0.4256937504,-0.01225017942,-0.3889431953,2024-06-04 14:17:46.589332
5.62979698,0.3287575543,-0.03222329915,-0.3473991156,2024-06-04 14:17:46.629797
5.670281408,0.1995980442,0.0114512546,-0.244337827,2024-06-04 14:17:46.670281
5.710771668,-0.01424749196,-0.06577813625,-0.06684337556,2024-06-04 14:17:46.710772
5.751279845,-0.213312909,-0.05379426852,0.07989247888,2024-06-04 14:17:46.751280
5.791781408,-0.28574875,-0.009587096982,0.2093182951,2024-06-04 14:17:46.791781
5.832230887,-0.2375469655,-0.06018566713,0.2881455421,2024-06-04 14:17:46.832231
