Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Datetime
11.30004213,52.3347054,4.8649653,9.471690662,,,13.75399971,1.0,2024-06-04 14:17:52.300042
31.37404213,52.3346756,4.8649393,9.47163387,,,15.44299984,1.0,2024-06-04 14:18:12.374042
51.53004212,52.334708,4.8649753,9.471700041,,,14.36299992,1.0,2024-06-04 14:18:32.530042
71.40004212,52.3346976,4.8649621,9.47167786,,,15.71700001,1.0,2024-06-04 14:18:52.400042
91.39304213,52.3346781,4.8649349,9.471634868,,,13.30500031,1.0,2024-06-04 14:19:12.393042
111.4090421,52.3346913,4.86495,9.471662075,,,14.3739996,1.0,2024-06-04 14:19:32.409042
131.4300421,52.334698,4.8649539,9.47167373,,,15.29599953,1.0,2024-06-04 14:19:52.430042
151.4220421,52.3346983,4.8649633,9.471679531,,,14.77700043,1.0,2024-06-04 14:20:12.422042
171.4600421,52.3346961,4.8649712,9.471680958,,,15.67199993,1.020572424,2024-06-04 14:20:32.460042
191.4450421,52.3347013,4.8649663,9.471685468,,,14.57900047,1.0,2024-06-04 14:20:52.445042
211.4480421,52.3347015,4.8649701,9.471687923,,,14.67000008,1.07284379,2024-06-04 14:21:12.448042
231.4740421,52.3347081,4.8649634,9.471693372,,,14.80799961,1.0,2024-06-04 14:21:32.474042
251.4670421,52.3347063,4.8649649,9.471691699,,,14.5010004,1.0,2024-06-04 14:21:52.467042
271.5330421,52.3347042,4.8649595,9.471685655,,,14.26299953,1.0,2024-06-04 14:22:12.533042
291.7220421,52.334705,4.8649684,9.471691873,,,14.38399982,1.0,2024-06-04 14:22:32.722042
311.6170421,52.3347046,4.86497,9.471692226,,,13.72599983,1.0,2024-06-04 14:22:52.617042
331.6400421,52.3347053,4.8649632,9.471689319,,,12.85099983,1.0,2024-06-04 14:23:12.640042
