"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.718411323099747E9,"2024-06-15 02:28:43.100 UTC+02:00"
"PAUSE",2.053876537500182E2,1.718411528485115E9,"2024-06-15 02:32:08.485 UTC+02:00"
