Time (s),X (rad/s),Y (rad/s),Z (rad/s),Datetime
0.05279795837,-0.1731504947,-0.06438203901,0.08838997781,2024-06-15 02:32:14.052798
0.09309395833,-0.4526933432,0.05411999673,0.09561878443,2024-06-15 02:32:14.093094
0.1333909583,-0.6500378251,0.4260838032,0.290697217,2024-06-15 02:32:14.133391
0.1736879584,-0.944981277,1.265990257,0.7651140094,2024-06-15 02:32:14.173688
0.2139849584,-2.304541826,0.5400795937,0.5794123411,2024-06-15 02:32:14.213985
0.2542819583,-1.603418469,-0.03340279311,-0.3816874623,2024-06-15 02:32:14.254282
0.2945789583,-1.151718378,-0.233547017,-0.09879862517,2024-06-15 02:32:14.294579
0.3348759584,-0.9189729095,-0.7038747072,0.6494646072,2024-06-15 02:32:14.334876
0.3751729584,-0.8461197615,0.7949572206,0.4686250985,2024-06-15 02:32:14.375173
0.4154699583,-1.011208057,3.688524246,0.3092280626,2024-06-15 02:32:14.415470
0.4557669583,-1.139518976,4.355270386,-0.437281698,2024-06-15 02:32:14.455767
0.4960639584,-0.3105267584,1.341575742,-0.8250773549,2024-06-15 02:32:14.496064
0.5363609584,-1.12870574,-0.9223982692,-0.05278033018,2024-06-15 02:32:14.536361
0.5766579583,-0.5197507143,-1.537278414,0.2455744594,2024-06-15 02:32:14.576658
0.6169549583,-1.231451392,0.04618809372,-0.9787901044,2024-06-15 02:32:14.616955
0.6572519584,-2.743884325,2.03191638,-1.317449212,2024-06-15 02:32:14.657252
0.6975489584,-3.578972816,1.604669929,-1.052559257,2024-06-15 02:32:14.697549
0.7378469583,-3.510723829,-0.7846799493,-0.2112133652,2024-06-15 02:32:14.737847
0.7781439583,-2.546934843,-3.695322275,2.252786398,2024-06-15 02:32:14.778144
0.8184409584,-3.598380566,-4.443500996,3.250590563,2024-06-15 02:32:14.818441
0.8587379584,-7.951537609,4.595981598,0.1094213352,2024-06-15 02:32:14.858738
0.8990352084,-1.941601515,2.798363924,-0.1288254261,2024-06-15 02:32:14.899035
0.9393332084,0.4833085239,1.356311083,-0.4981692135,2024-06-15 02:32:14.939333
0.9796302083,0.5373554826,-0.5875179172,-0.3178466856,2024-06-15 02:32:14.979630
1.019927208,-0.2709583938,-1.053826094,-0.185099408,2024-06-15 02:32:15.019927
1.060224208,0.07532598078,-1.222036958,0.0946854651,2024-06-15 02:32:15.060224
1.100522208,1.181841373,-2.160090208,0.473603189,2024-06-15 02:32:15.100522
1.140819208,2.228345633,-1.716227531,0.2502936721,2024-06-15 02:32:15.140819
1.181116208,3.026854038,-1.889494061,-0.08245687187,2024-06-15 02:32:15.181116
1.221414208,2.773051739,-1.739841819,-0.5600199699,2024-06-15 02:32:15.221414
1.261711208,3.786474705,-1.698659062,-0.4283314049,2024-06-15 02:32:15.261711
1.302008208,2.694604635,0.3597379029,-1.257121801,2024-06-15 02:32:15.302008
1.342306208,1.099037886,2.037119865,-0.9966524839,2024-06-15 02:32:15.342306
1.382603208,-0.1502583772,1.630622149,-0.3801426291,2024-06-15 02:32:15.382603
1.422901208,-1.211192608,1.353511453,-0.1058000624,2024-06-15 02:32:15.422901
1.463198208,-1.831259489,2.342062235,0.08756601065,2024-06-15 02:32:15.463198
1.503496208,-2.553185701,2.702548027,-0.430126667,2024-06-15 02:32:15.503496
1.543793208,-2.996621847,1.172640443,-3.300507545,2024-06-15 02:32:15.543793
1.584090208,-0.1944479942,-0.1801380068,-2.086098671,2024-06-15 02:32:15.584090
1.624388208,-1.40781939,-1.506765604,-1.527223468,2024-06-15 02:32:15.624388
1.664686208,-2.259729385,2.262139082,-1.520321131,2024-06-15 02:32:15.664686
1.704983208,-1.576421738,-0.1419049203,0.7993587255,2024-06-15 02:32:15.704983
1.745281208,-1.410896301,-1.190091968,0.9413744807,2024-06-15 02:32:15.745281
1.785578208,-2.49300909,-0.7975625992,1.036827922,2024-06-15 02:32:15.785578
1.825876208,-2.336111546,0.307171464,0.8781968355,2024-06-15 02:32:15.825876
1.866173208,-2.370742798,-0.3370070457,0.8698162436,2024-06-15 02:32:15.866173
1.906471083,-2.187069178,1.501406431,0.7692818642,2024-06-15 02:32:15.906471
1.946768083,0.344099611,0.7798173428,0.7634202242,2024-06-15 02:32:15.946768
1.987066083,-0.2859272063,1.043245554,0.4820551872,2024-06-15 02:32:15.987066
2.027364083,-0.4549072683,0.09082698822,0.5102165937,2024-06-15 02:32:16.027364
2.067661083,-0.1128568649,0.4064522684,0.1777836084,2024-06-15 02:32:16.067661
2.107959083,0.7468822598,0.7420617938,-0.384002924,2024-06-15 02:32:16.107959
2.148257083,1.623472333,-0.4846289754,-3.116840601,2024-06-15 02:32:16.148257
2.188554083,0.8190888166,2.283628225,-2.561165094,2024-06-15 02:32:16.188554
2.228852083,0.1942477822,0.4167997539,-1.455285072,2024-06-15 02:32:16.228852
2.269150083,0.3321873844,0.2453881204,-1.084023714,2024-06-15 02:32:16.269150
2.309448083,0.3669160604,-1.294036031,-0.1886102557,2024-06-15 02:32:16.309448
2.349745083,0.3675710559,-0.5849520564,-0.01327724475,2024-06-15 02:32:16.349745
2.390043083,0.04238833487,0.5017136335,0.3859565258,2024-06-15 02:32:16.390043
2.430341083,0.0936100781,-0.3595056236,-0.5025774837,2024-06-15 02:32:16.430341
2.470639083,-1.217243195,-0.4888769984,-1.125858307,2024-06-15 02:32:16.470639
2.510937083,-1.935580611,-0.2831648886,-0.01446215902,2024-06-15 02:32:16.510937
2.551235083,-0.029521944,-0.05140899867,-0.2707102299,2024-06-15 02:32:16.551235
