"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717603088776587E9,"2024-06-05 17:58:08.777 UTC+02:00"
"PAUSE",2.908904590833263E2,1.717603379649433E9,"2024-06-05 18:02:59.649 UTC+02:00"
