Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Datetime
0.149971245,52.331231,4.8522802,5.959553645,,,12.53299999,1.0,2024-06-11 14:42:24.149971
20.21497124,52.3312024,4.8522534,5.859499702,,,15.8409996,1.0,2024-06-11 14:42:44.214971
40.45697125,52.3312396,4.8523079,5.859583077,,,12.05300045,1.0,2024-06-11 14:43:04.456971
60.47897125,52.3312344,4.8522905,5.859565831,,,16.96800041,1.0,2024-06-11 14:43:24.478971
80.46797124,52.3312287,4.8523001,5.859563316,,,11.99600029,1.0,2024-06-11 14:43:44.467971
100.4619712,52.3312316,4.852302,5.859568473,,,11.84599972,1.0,2024-06-11 14:44:04.461971
120.5019712,52.3312216,4.8522993,5.859552891,,,12.30500031,1.0,2024-06-11 14:44:24.501971
140.4999712,52.3312347,4.8523061,5.859575169,,,11.7329998,1.0,2024-06-11 14:44:44.499971
160.4949712,52.3312194,4.8522794,5.859538429,,,11.48400021,1.015947461,2024-06-11 14:45:04.494971
180.5229712,52.3312324,4.8523002,5.859568568,,,11.58100033,1.0,2024-06-11 14:45:24.522971
200.5179712,52.3312287,4.8522909,5.859558058,,,11.48499966,1.0,2024-06-11 14:45:44.517971
220.5229712,52.3312327,4.8522907,5.859563559,,,12.39999962,1.0,2024-06-11 14:46:04.522971
240.5429712,52.3312406,4.8523072,5.85958408,,,13.86699963,1.0,2024-06-11 14:46:24.542971
260.5499712,52.3312272,4.8522935,5.859557438,,,11.77200031,1.0,2024-06-11 14:46:44.549971
280.6229712,52.3312288,4.852296,5.859561113,,,11.52700043,1.0,2024-06-11 14:47:04.622971
300.6489712,52.3312229,4.8522929,5.859551058,,,11.49600029,1.0,2024-06-11 14:47:24.648971
