"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.238814200E-2,0.000000000E0,0.000000000E0,0.000000000E0
9.287699600E-2,-3.646802902E-2,-3.225183487E-2,6.174755096E-2
1.779540270E-1,-1.940720081E-1,2.561335564E-1,-2.551488876E-1
2.184471520E-1,4.063149691E-1,-1.110415459E-1,5.530848503E-1
2.589227770E-1,-1.202590466E-1,-4.523906708E-1,1.600099087E0
2.994132980E-1,9.058572054E-1,-4.291653633E-1,1.590427399E0
3.399112670E-1,-7.040064335E-1,4.191398621E-4,-5.787258148E-1
3.803813190E-1,6.096377373E-1,-4.027638435E-1,-1.223898411E0
4.208894960E-1,8.739114404E-1,-1.238312960E0,3.773403168E-2
4.613620480E-1,8.179840446E-1,-2.325143814E0,1.244398117E0
5.018579330E-1,-1.628855467E-1,-2.590445042E0,1.927087784E0
5.423571000E-1,-5.854874849E-1,-1.182856560E-1,1.208195686E0
5.828281420E-1,-1.361600757E0,1.005871773E0,1.506572723E0
6.233109020E-1,-8.906652331E-1,6.364889145E-1,-1.898412704E-1
6.638050690E-1,-1.062913179E0,2.566051483E-2,-1.163426399E0
7.043061620E-1,-6.418458223E-1,-6.544779539E-1,1.087770462E-1
7.447904850E-1,-8.577455282E-1,-2.292692661E-1,1.151498795E0
7.852926730E-1,-1.023538828E0,6.026618481E-1,7.257928848E-1
8.257905370E-1,-1.134224653E0,-7.082285881E-1,1.332502365E-1
8.662742350E-1,-3.401875496E-1,1.417598724E-1,-1.033551216E0
9.067782460E-1,-1.051282644E0,1.733610630E-1,-8.483600616E-1
9.472442870E-1,-6.929680109E-1,1.154897213E0,-6.727466583E-1
9.877381940E-1,-9.283160567E-1,5.974419117E-1,1.094903946E0
1.028228558E0,8.739721775E-2,-1.774978638E-1,5.577116013E-1
1.068745589E0,-4.607392550E-1,-5.823397636E-2,-8.156070709E-1
1.109302048E0,3.912560940E-1,-7.269239426E-2,-8.933877945E-1
1.149679027E0,7.560858727E-1,-4.392857552E-1,1.979154587E0
1.190183506E0,1.654296637E0,-9.479207993E-1,1.835879326E0
1.230659183E0,-2.925062180E-2,-3.697905540E-1,-2.858998775E0
1.271153714E0,1.619427919E0,-9.802007675E-1,-2.388110161E0
1.311639444E0,4.648877621E0,-1.401970625E0,-6.944398880E-1
1.352117621E0,3.612444401E0,-1.566853404E0,5.191621780E-1
1.392612308E0,9.189209938E-1,-1.132707596E0,-3.522905827E0
1.433107152E0,-1.761733532E0,-8.159219027E-1,-3.883496284E0
1.473595642E0,-3.392624855E0,-7.466814518E-1,-1.817700863E0
1.514078246E0,-3.477069855E0,-2.106211185E-1,3.829368114E0
1.554561475E0,-4.538772106E0,3.431499004E-1,8.128366470E-1
1.595046214E0,-1.725042343E0,1.062093973E0,1.964694500E0
1.635538298E0,-3.026674747E0,1.763198376E-1,2.253859520E0
1.676012256E0,-2.667870522E-1,5.092120171E-1,1.850942612E0
1.716558037E0,1.936210632E0,5.114707947E-1,-2.464880943E-1
1.757042308E0,7.354172707E0,9.422773123E-1,9.098085403E0
1.797537777E0,1.865875721E0,-8.881852627E-1,2.118832588E0
1.838007777E0,-3.368024826E-1,8.593583107E-2,-2.812433004E0
1.878508506E0,5.287872314E0,4.142161369E0,-5.980463028E-1
1.919002048E0,6.409215927E-1,2.557837486E0,-2.857894897E-1
1.959468923E0,4.408571720E0,2.111722946E0,1.172946453E0
1.999965173E0,-9.122289658E0,-4.718070507E0,-2.886109352E-1
