"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.147129905E2,5.235585290E1,4.923074880E0,1.269559523E1,3.720000029E0,1.548000031E2,1.064155865E1,6.061330318E0
2.157190680E2,5.235581618E1,4.923111790E0,1.202533739E1,3.660000086E0,1.518999939E2,1.073134899E1,6.168848991E0
2.167133919E2,5.235577216E1,4.923143710E0,1.353261757E1,4.050000191E0,1.598999939E2,1.057889843E1,6.065660954E0
2.177221759E2,5.235573094E1,4.923173000E0,1.160893098E1,3.950000048E0,1.595000000E2,1.078701782E1,6.167689323E0
2.187137482E2,5.235569566E1,4.923212410E0,1.127198960E1,4.019999981E0,1.406000061E2,1.045574760E1,5.640806675E0
2.197163184E2,5.235566394E1,4.923265630E0,1.009497334E1,4.050000191E0,1.438000031E2,1.037248230E1,5.499372482E0
2.207156587E2,5.235563971E1,4.923342330E0,8.865429975E0,5.280000210E0,1.205000000E2,1.026040840E1,4.959100723E0
2.217246038E2,5.235562668E1,4.923430650E0,9.268843762E0,4.579999924E0,1.069000015E2,1.033219242E1,4.807459354E0
2.227158121E2,5.235562352E1,4.923515420E0,7.334623017E0,4.679999828E0,9.619999695E1,1.020468426E1,4.563181877E0
2.237247614E2,5.235562386E1,4.923601790E0,8.490496049E0,4.760000229E0,9.519999695E1,1.025627804E1,4.737837791E0
2.247192741E2,5.235562028E1,4.923687100E0,9.321900020E0,4.789999962E0,9.730000305E1,1.038374519E1,4.678661346E0
2.257200679E2,5.235561090E1,4.923767820E0,9.820285304E0,4.599999905E0,1.019000015E2,1.040363789E1,4.810577869E0
2.267168763E2,5.235559795E1,4.923839850E0,9.570186394E0,4.280000210E0,1.081999969E2,1.075223351E1,5.140342712E0
2.277130365E2,5.235558289E1,4.923907510E0,9.525953552E0,4.269999981E0,1.110999985E2,1.084652328E1,5.189923763E0
2.287161637E2,5.235556774E1,4.923976460E0,8.907319470E0,4.500000000E0,1.115999985E2,1.073103714E1,5.132699966E0
2.297160922E2,5.235555626E1,4.924048080E0,9.062862055E0,4.480000019E0,1.073000031E2,1.059438229E1,4.952529907E0
2.307188441E2,5.235555037E1,4.924115940E0,1.086190405E1,4.110000134E0,9.880000305E1,1.041554642E1,4.813590050E0
2.317151168E2,5.235555182E1,4.924182790E0,9.854986645E0,4.130000114E0,8.880000305E1,1.023775482E1,4.594334602E0
2.327201721E2,5.235556111E1,4.924247610E0,9.221003991E0,3.839999914E0,7.869999695E1,9.935046196E0,4.446472168E0
2.337169383E2,5.235557582E1,4.924307620E0,8.499807014E0,3.660000086E0,7.209999847E1,9.935046196E0,4.404688835E0
2.347134889E2,5.235559148E1,4.924358820E0,8.297466169E0,3.450000048E0,6.600000000E1,9.935046196E0,4.482579231E0
2.357180548E2,5.235561132E1,4.924403020E0,8.262119407E0,3.200000048E0,5.590000153E1,9.935046196E0,4.561155796E0
2.367210724E2,5.235562702E1,4.924444040E0,8.559223434E0,3.210000038E0,6.250000000E1,9.935046196E0,4.326458931E0
2.377164924E2,5.235564261E1,4.924483090E0,7.929080075E0,2.920000076E0,5.450000000E1,9.935046196E0,4.249026299E0
2.387111524E2,5.235564462E1,4.924562960E0,1.019652400E1,3.359999895E0,6.279999924E1,1.017162132E1,4.357811928E0
2.397117419E2,5.235566418E1,4.924599710E0,9.581033381E0,2.829999924E0,5.550000000E1,1.018742752E1,4.436976433E0
2.407137577E2,5.235568030E1,4.924628670E0,9.246478220E0,2.779999971E0,4.979999924E1,9.935046196E0,4.578171253E0
2.417168845E2,5.235569416E1,4.924670430E0,9.372132311E0,2.859999895E0,5.450000000E1,9.935046196E0,4.498700142E0
2.427165245E2,5.235570288E1,4.924702630E0,8.838838051E0,2.339999914E0,5.709999847E1,9.935046196E0,4.417757511E0
2.437130041E2,5.235570891E1,4.924713880E0,8.959275455E0,9.300000072E-1,5.670000076E1,1.013821983E1,4.429192066E0
2.447151386E2,5.235571592E1,4.924715100E0,9.262813935E0,6.000000238E-1,5.650000000E1,1.009716797E1,4.419483662E0
2.457141806E2,5.235572139E1,4.924719510E0,9.240668476E0,6.899999976E-1,5.679999924E1,9.935046196E0,4.196804523E0
2.467164651E2,5.235572258E1,4.924725220E0,9.686230097E0,0.000000000E0,NaN,9.935046196E0,4.008529663E0
2.477105462E2,5.235572373E1,4.924726130E0,1.050446956E1,0.000000000E0,NaN,9.935046196E0,3.971991539E0
2.487142206E2,5.235572342E1,4.924730670E0,1.077906890E1,0.000000000E0,NaN,9.935046196E0,3.784038544E0
2.497145008E2,5.235571916E1,4.924741990E0,1.115077349E1,5.199999809E-1,5.729999924E1,1.038931847E1,4.012974739E0
2.507143442E2,5.235571823E1,4.924751920E0,1.266420563E1,1.800000072E-1,5.729999924E1,1.050145054E1,4.146189690E0
2.517131847E2,5.235571448E1,4.924764100E0,1.243642413E1,6.299999952E-1,5.729999924E1,1.074393368E1,4.175883293E0
2.527181528E2,5.235570923E1,4.924775910E0,1.172090835E1,0.000000000E0,NaN,1.039253807E1,3.970767021E0
