"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.444272875E0,3.634115219E0,8.496525288E-1,3.874140978E0
8.484008875E0,3.543087244E0,-2.216465712E0,-1.449757457E0
8.523745875E0,-5.612192750E-1,-1.886582255E0,-5.622962713E-1
8.563482250E0,-2.166820019E-1,6.821106434E0,3.133588076E0
8.603219250E0,-4.253616333E-1,-2.690687895E0,-1.046186090E0
8.642955250E0,-2.447983995E-2,-1.745834589E0,-4.786317647E-1
8.682691250E0,-3.774284124E-1,-1.492626429E0,4.690216780E-1
8.722428250E0,-5.100120306E-1,-1.158901930E0,9.275575876E-1
8.762164250E0,-1.122195005E0,-2.176607370E0,5.541989207E-1
8.801901250E0,-2.403022528E0,-3.431351185E0,-2.457147539E-1
8.841637250E0,-2.468081236E0,-1.889311314E0,-1.370857239E0
8.881373250E0,-2.498390913E0,-7.542223334E-1,-4.278238773E0
8.921110250E0,-1.524358511E0,-2.634067774E0,-5.912268639E0
8.960846250E0,8.999363333E-2,-1.167368054E0,-1.445689082E0
9.000583250E0,-4.653989971E-1,-1.941524386E0,-3.751185536E-1
9.040319250E0,-1.816668034E0,-1.588185430E0,1.617611289E0
9.080055250E0,-6.282884479E-1,-1.641200781E0,2.426279068E0
9.119792250E0,2.918279409E0,1.054018855E0,4.608784616E-1
9.159528250E0,3.217145205E0,4.189383090E-1,1.689119041E-1
9.199264250E0,2.088167906E0,-3.930478990E-1,4.762920141E-1
9.239001250E0,8.932836652E-1,4.337894619E-1,4.256666005E-1
9.278737250E0,8.585033417E-1,3.352412224E0,1.454978585E0
9.318473250E0,5.758940578E-1,4.505020618E0,1.692320943E0
9.358210250E0,2.923667431E-1,2.216918707E0,1.407381654E0
9.397946250E0,3.154408455E0,-1.037356108E-1,1.423337102E0
9.437682250E0,3.266511202E0,-3.539550304E0,7.425543666E-1
9.477419250E0,-5.616139174E-1,6.286212444E0,4.912379682E-1
9.517155250E0,-1.855640858E-1,3.579880297E-1,-2.486724138E0
9.556891000E0,1.115436673E0,2.570246935E0,-8.372517824E-1
9.596628000E0,1.305778503E0,2.466645718E0,-1.703943253E0
9.636364000E0,8.421908021E-1,8.275308609E-1,-1.509482026E0
9.676100000E0,-2.165164240E-2,-6.017645001E-1,-1.287413478E0
9.715837000E0,9.908592701E-1,-1.131419420E0,-1.613611817E0
9.755573000E0,8.961800337E-1,1.280428529E0,-4.800199717E-2
9.795309000E0,-1.983380318E-1,1.589295030E0,-1.640446335E-1
9.835046000E0,-8.362091184E-1,8.819266558E-1,-2.300886512E-1
9.874782000E0,-1.350267529E0,-1.541985989E0,-1.356866241E0
9.914518000E0,-1.463716030E0,-2.465099812E0,-8.836430907E-1
9.954255000E0,-7.045695931E-2,2.055975050E-1,-1.933599114E0
9.993991000E0,1.629966855E0,1.906746030E0,-2.569215298E0
1.003372700E1,1.345082283E0,-1.581450105E0,-2.030492544E0
