Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Datetime
0.081459076,-0.3014609516,0.05033225939,0.07456631213,2024-06-04 14:06:23.081459
0.166426732,-0.2913412452,0.07030537724,-0.0114512546,2024-06-04 14:06:23.166427
0.206845066,-0.1571218669,0.1451379955,-0.02956021577,2024-06-04 14:06:23.206845
0.247397774,-0.09959928691,0.2668408751,0.04820179567,2024-06-04 14:06:23.247398
0.287809805,-0.01930734888,0.3754946291,-0.1268958896,2024-06-04 14:06:23.287810
0.328302618,-0.1400781423,0.3917394578,0.1416759938,2024-06-04 14:06:23.328303
0.368852982,-0.1768286824,0.302526176,0.1834863871,2024-06-04 14:06:23.368853
0.40924767,-0.1392792165,0.3520595133,-0.02130465955,2024-06-04 14:06:23.409248
0.449744128,-0.1890788674,0.2511286736,-0.1103847697,2024-06-04 14:06:23.449744
0.490285378,-0.4023917615,0.437011838,0.1478010863,2024-06-04 14:06:23.490285
0.530714389,-0.6423355341,0.8014547229,0.09240896255,2024-06-04 14:06:23.530714
0.571255378,-0.6489931941,0.429821521,0.02796236612,2024-06-04 14:06:23.571255
0.611511524,-0.5587147474,0.325695008,0.08974587917,2024-06-04 14:06:23.611512
0.652202566,-0.3182383776,0.3938699067,0.04607132822,2024-06-04 14:06:23.652203
0.692226212,-0.3201025128,0.117974557,0.06977276504,2024-06-04 14:06:23.692226
0.733156055,-0.3366136253,0.1177082509,0.09134373069,2024-06-04 14:06:23.733156
0.773179701,-0.1991985738,-0.002663082443,-0.06204982474,2024-06-04 14:06:23.773180
0.813978034,-0.155790329,0.3017272651,-0.02423405088,2024-06-04 14:06:23.813978
0.854499753,0.1593854874,0.4173050225,-0.07536523789,2024-06-04 14:06:23.854500
0.894979389,0.471232444,0.07403369248,-0.1287600398,2024-06-04 14:06:23.894979
0.935464076,0.5893401504,0.2572537661,-0.1631138027,2024-06-04 14:06:23.935464
0.975952514,0.5762910843,0.3201025128,-0.33807832,2024-06-04 14:06:23.975953
1.016451107,0.581084609,0.09081111848,-0.273365438,2024-06-04 14:06:24.016451
1.056926316,0.5371437669,-0.1753639877,-0.2318213433,2024-06-04 14:06:24.056926
1.097413087,0.1601844132,-0.01251648832,-0.03914731368,2024-06-04 14:06:24.097413
1.138024753,-0.1304910481,0.1131810099,-0.1114500016,2024-06-04 14:06:24.138025
1.178048451,0.02995967865,0.03994623944,0.1805569977,2024-06-04 14:06:24.178048
1.218869493,0.08801487833,-0.3412740231,0.221035853,2024-06-04 14:06:24.218869
1.259417253,-0.3944025338,-0.2523270845,0.5860112906,2024-06-04 14:06:24.259417
1.299845795,-0.352858454,0.04766917601,0.6190335155,2024-06-04 14:06:24.299846
1.340341837,0.1055912226,-0.01731003635,0.4133104086,2024-06-04 14:06:24.340342
