Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Datetime
0.081459076,-0.5455539227,-0.07818317413,-0.7162060738,2024-06-04 14:06:23.081459
0.166426732,-0.2457938194,0.0611281395,-0.4297156334,2024-06-04 14:06:23.166427
0.206845066,0.2670054436,0.1937336922,0.2965164185,2024-06-04 14:06:23.206845
0.247397774,-0.3946721554,-0.2487707138,0.4276857376,2024-06-04 14:06:23.247398
0.287809805,0.5066635609,0.2188262939,-0.2544870377,2024-06-04 14:06:23.287810
0.328302618,-0.2901902199,-0.2740998268,-0.4013872147,2024-06-04 14:06:23.328303
0.368852982,-0.2552266121,-0.2460951805,-0.4756231308,2024-06-04 14:06:23.368853
0.40924767,0.527733326,0.3138742447,0.03199672699,2024-06-04 14:06:23.409248
0.449744128,0.4228789806,0.4685115814,-0.1517276764,2024-06-04 14:06:23.449744
0.490285378,-0.2441990376,-0.01715803146,-0.0687456131,2024-06-04 14:06:23.490285
0.530714389,0.2679553032,0.2924971581,0.01716136932,2024-06-04 14:06:23.530714
0.571255378,0.1520214081,0.4104061127,-0.3591890335,2024-06-04 14:06:23.571255
0.611511524,-0.5623348951,-0.2950353622,-0.1863107681,2024-06-04 14:06:23.611512
0.652202566,-0.2711100578,-0.2095687389,0.3145551682,2024-06-04 14:06:23.652203
0.692226212,-0.3027080297,0.2411718369,-0.2478199005,2024-06-04 14:06:23.692226
0.733156055,-0.4124270678,0.09452462196,-0.2345132828,2024-06-04 14:06:23.733156
0.773179701,-0.4847766161,0.247625351,0.1582736969,2024-06-04 14:06:23.773180
0.813978034,-0.6565773487,-0.08054018021,0.9189949036,2024-06-04 14:06:23.813978
0.854499753,-0.269800663,-0.02841305733,1.398740768,2024-06-04 14:06:23.854500
0.894979389,-0.4433544278,0.1322755814,0.4873065948,2024-06-04 14:06:23.894979
0.935464076,-0.122983098,-0.1853086948,0.3576507568,2024-06-04 14:06:23.935464
0.975952514,0.2411385775,-0.3729071617,-0.3085031509,2024-06-04 14:06:23.975953
1.016451107,-0.1211374402,-0.5924863815,-0.8437805176,2024-06-04 14:06:24.016451
1.056926316,-0.4010425806,-0.9511146545,-0.8724775314,2024-06-04 14:06:24.056926
1.097413087,-0.6843861938,-0.9000873566,-1.407280922,2024-06-04 14:06:24.097413
1.138024753,0.2044215798,-0.4841771126,-1.27526474,2024-06-04 14:06:24.138025
1.178048451,-0.5144937038,-0.4689874649,-0.2636880875,2024-06-04 14:06:24.178048
1.218869493,0.737154603,0.3241353035,-0.09736919403,2024-06-04 14:06:24.218869
1.259417253,0.6075222492,1.129771709,-0.906955719,2024-06-04 14:06:24.259417
1.299845795,0.7680233717,1.381353855,0.6090297699,2024-06-04 14:06:24.299846
1.340341837,0.585506916,1.086834431,0.9101486206,2024-06-04 14:06:24.340342
1.380365482,0.4226680994,0.8372235298,-0.9486761093,2024-06-04 14:06:24.380365
1.421370899,0.7824604511,0.5976428986,-1.640930176,2024-06-04 14:06:24.421371
1.461820482,0.7057795525,0.5375900269,-1.457255363,2024-06-04 14:06:24.461820
1.502136472,0.9775071144,0.4994540215,-0.8636732101,2024-06-04 14:06:24.502136
1.542848972,0.9842077494,0.6129179001,-0.4631786346,2024-06-04 14:06:24.542849
1.583258243,0.7075173855,0.6946668625,-1.145111561,2024-06-04 14:06:24.583258
1.623887201,0.8891056776,0.7100818157,-1.066814899,2024-06-04 14:06:24.623887
1.664321055,0.7236655951,0.8304436207,-0.8588008881,2024-06-04 14:06:24.664321
1.70474793,0.1784428358,1.256675243,-0.3145866394,2024-06-04 14:06:24.704748
1.745251212,-0.2685601115,1.104329824,1.343729973,2024-06-04 14:06:24.745251
1.785748034,-0.120061636,0.0894408226,5.065717697,2024-06-04 14:06:24.785748
1.826247462,-0.8184891939,0.01477789879,2.217213631,2024-06-04 14:06:24.826247
1.866758712,-0.8967702389,-0.1568205357,-1.334741592,2024-06-04 14:06:24.866759
1.907210482,-0.4607766569,-0.588394165,-0.540719986,2024-06-04 14:06:24.907210
1.947675482,-0.5267133713,-0.9839363098,0.2539653778,2024-06-04 14:06:24.947675
