"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.133956145E0,5.233351555E1,4.864998700E0,5.343177634E-1,2.899999917E-1,2.797000122E2,2.972351074E1,3.670072937E1
1.536685624E0,5.233352312E1,4.864968600E0,1.721322911E0,2.300000042E-1,2.797000122E2,2.426199150E1,3.235672760E1
2.538303645E0,5.233354878E1,4.864923010E0,-2.196086513E0,6.600000262E-1,2.763999939E2,1.796145630E1,2.539582253E1
3.538946405E0,5.233352922E1,4.864916910E0,-4.525280110E0,1.080000043E0,2.956000061E2,1.233020782E1,1.626124763E1
4.537452290E0,5.233355313E1,4.864884400E0,-3.981136661E0,1.139999986E0,2.875000000E2,1.080271053E1,1.311685562E1
5.539431248E0,5.233354747E1,4.864874930E0,-4.745554336E0,9.800000191E-1,3.025000000E2,9.218681335E0,1.165553856E1
6.539243070E0,5.233354985E1,4.864849560E0,-6.848165599E0,1.340000033E0,2.973999939E2,7.896313667E0,9.725160599E0
7.538345153E0,5.233355364E1,4.864828300E0,-5.502591375E0,1.190000057E0,2.882000122E2,7.542351723E0,9.039210320E0
8.536634268E0,5.233355524E1,4.864818090E0,-4.918366450E0,6.999999881E-1,2.953999939E2,6.437214375E0,7.623120308E0
9.537330569E0,5.233356022E1,4.864799890E0,-4.634068100E0,1.450000048E0,2.937000122E2,6.325744152E0,7.449561596E0
1.053897307E1,5.233356130E1,4.864778660E0,-4.649276479E0,1.419999957E0,2.807000122E2,5.885824680E0,6.845613003E0
1.153880458E1,5.233355887E1,4.864770910E0,-4.875968900E0,4.000000060E-1,2.742999878E2,5.696390629E0,6.566926003E0
1.253690901E1,5.233356234E1,4.864752290E0,-2.747251527E0,1.190000057E0,2.886000061E2,5.683356285E0,6.545291901E0
1.353845307E1,5.233356423E1,4.864734090E0,-3.599126956E0,1.049999952E0,2.928999939E2,5.623599529E0,6.465308666E0
1.453951749E1,5.233356605E1,4.864719650E0,-3.638683438E0,7.200000286E-1,2.996000061E2,5.471057415E0,6.289638996E0
1.553918718E1,5.233357014E1,4.864700220E0,-3.318193195E0,1.070000052E0,2.858999939E2,5.233866215E0,6.002957344E0
1.654279864E1,5.233357308E1,4.864680170E0,-2.871667327E0,1.049999952E0,2.868999939E2,5.117459297E0,5.831552029E0
1.754381109E1,5.233357600E1,4.864661360E0,-2.719757476E0,1.029999971E0,2.867000122E2,5.449426174E0,6.158446789E0
1.853773833E1,5.233358192E1,4.864644050E0,-2.190462178E0,1.009999990E0,2.937999878E2,5.398506165E0,6.212396145E0
1.953955588E1,5.233358721E1,4.864628250E0,-1.627780671E0,9.900000095E-1,2.862000122E2,5.323279858E0,6.093338490E0
2.054148223E1,5.233359478E1,4.864612340E0,-1.429964185E0,1.009999990E0,2.900000000E2,5.055776119E0,5.719231606E0
2.154324109E1,5.233359838E1,4.864597230E0,-1.720861320E0,1.019999981E0,2.876000061E2,4.944993973E0,5.623454571E0
2.254312562E1,5.233359793E1,4.864578360E0,-2.206346380E0,1.019999981E0,2.753999939E2,4.824463367E0,5.458519936E0
2.353883197E1,5.233360207E1,4.864562240E0,-2.131398608E0,9.800000191E-1,2.981000061E2,4.495565891E0,4.971832752E0
2.454204411E1,5.233360351E1,4.864545620E0,-2.349545739E0,9.900000095E-1,2.857000122E2,4.244709015E0,4.587716103E0
2.554255796E1,5.233360547E1,4.864531080E0,-2.152468780E0,8.199999928E-1,2.928999939E2,4.422835350E0,4.907077312E0
2.654384603E1,5.233360865E1,4.864512610E0,-1.117379659E0,9.100000262E-1,2.851000061E2,4.637364864E0,5.289343834E0
2.753783687E1,5.233361023E1,4.864499300E0,-1.911208293E0,8.000000119E-1,2.888999939E2,4.730973244E0,5.433176041E0
2.853943457E1,5.233361023E1,4.864485410E0,-1.812461356E0,8.899999857E-1,2.732000122E2,4.744048595E0,5.451085091E0
2.954069004E1,5.233360753E1,4.864467460E0,-1.249243000E0,9.200000167E-1,2.605000000E2,4.771927357E0,5.479690075E0
3.054080238E1,5.233360676E1,4.864448890E0,-7.926507020E-1,9.800000191E-1,2.613999939E2,4.989177227E0,5.779076576E0
3.153836087E1,5.233360727E1,4.864432970E0,-1.078059483E0,9.700000286E-1,2.658999939E2,5.079936504E0,5.836040974E0
3.253793442E1,5.233361079E1,4.864418200E0,-1.407896966E0,1.000000000E0,2.887999878E2,5.281491756E0,5.983823299E0
3.354439587E1,5.233361454E1,4.864404890E0,-1.165650771E0,8.999999762E-1,2.800000000E2,5.420728683E0,6.082921982E0
3.454450665E1,5.233361847E1,4.864387300E0,-1.101629428E0,1.269999981E0,2.868999939E2,5.544590950E0,6.162136078E0
3.553832655E1,5.233362260E1,4.864371270E0,-4.698578873E-1,1.129999995E0,2.863999939E2,5.838104248E0,6.301113605E0
3.653631910E1,5.233362494E1,4.864354160E0,-1.007156865E0,1.129999995E0,2.771000061E2,6.012208939E0,6.384207249E0
3.754291337E1,5.233362628E1,4.864339410E0,-9.107889065E-1,1.009999990E0,2.787000122E2,5.876108646E0,6.232586384E0
3.853646952E1,5.233362518E1,4.864320010E0,-2.050755165E0,1.190000057E0,2.621000061E2,5.820791721E0,6.326587677E0
3.953863915E1,5.233362198E1,4.864303910E0,-2.599963211E0,1.080000043E0,2.587999878E2,5.506898880E0,6.140970230E0
4.054177186E1,5.233361821E1,4.864287550E0,-2.906618497E0,1.049999952E0,2.526999969E2,5.456642151E0,6.139371395E0
4.153954863E1,5.233361546E1,4.864274620E0,-4.540418823E0,1.039999962E0,2.688999939E2,5.455843449E0,6.172331333E0
4.254764327E1,5.233361431E1,4.864262470E0,-4.941733543E0,1.159999967E0,2.655000000E2,5.634249687E0,6.516098976E0
4.354195134E1,5.233361640E1,4.864240310E0,-4.961640742E0,1.529999971E0,2.783999939E2,5.848077297E0,6.868027687E0
4.453746014E1,5.233361747E1,4.864216000E0,-5.056623847E0,1.370000005E0,2.640000000E2,6.079191208E0,7.230804920E0
4.553783675E1,5.233362019E1,4.864188080E0,-3.496150154E0,1.299999952E0,2.780000000E2,5.787912846E0,6.958629131E0
4.653783280E1,5.233362254E1,4.864164080E0,-3.230047297E0,1.129999995E0,2.682000122E2,5.920040131E0,7.064597607E0
4.754038196E1,5.233362094E1,4.864142130E0,-3.867269135E0,1.139999986E0,2.558000031E2,6.052159309E0,7.255495071E0
4.853927160E1,5.233362439E1,4.864121280E0,-2.539761563E0,1.159999967E0,2.775000000E2,5.982815742E0,7.190659523E0
4.953730524E1,5.233362994E1,4.864100680E0,-1.209382241E0,1.070000052E0,2.780000000E2,5.877195358E0,7.062762737E0
5.053852587E1,5.233363315E1,4.864076800E0,-9.720256655E-1,1.159999967E0,2.666000061E2,6.043369770E0,7.146652222E0
5.153912310E1,5.233363467E1,4.864048880E0,-1.105340281E0,1.649999976E0,2.700000000E2,6.132135868E0,7.548372269E0
5.254225758E1,5.233363718E1,4.864015490E0,-1.362252825E0,1.889999986E0,2.612000122E2,5.796510220E0,7.410736084E0
5.354250847E1,5.233364233E1,4.863981830E0,-1.290121284E0,1.919999957E0,2.666000061E2,5.889328957E0,7.851174831E0
5.454181133E1,5.233365543E1,4.863952050E0,1.230693090E0,2.230000019E0,2.982999878E2,5.755375385E0,7.625125885E0
5.553694795E1,5.233366979E1,4.863931860E0,3.412647535E0,1.799999952E0,3.042000122E2,5.438700676E0,7.176042080E0
5.653768545E1,5.233367773E1,4.863907630E0,3.277879214E0,1.889999986E0,2.905000000E2,5.644281864E0,7.370431423E0
5.754302982E1,5.233368669E1,4.863883910E0,4.748642404E0,1.710000038E0,2.923999939E2,5.387552738E0,7.038082600E0
5.853839123E1,5.233369639E1,4.863865660E0,6.851733983E0,1.679999948E0,2.970000000E2,5.318174362E0,6.889745235E0
5.953702722E1,5.233370199E1,4.863844790E0,7.470931579E0,1.659999967E0,2.837000122E2,5.368752956E0,6.877645493E0
6.054074227E1,5.233370707E1,4.863830900E0,7.271345816E0,1.110000014E0,2.957000122E2,4.976161957E0,6.358377934E0
6.154299529E1,5.233371368E1,4.863814730E0,6.874617345E0,1.379999995E0,2.955000000E2,5.084881306E0,6.470927715E0
6.254204758E1,5.233372330E1,4.863796600E0,7.491441790E0,1.580000043E0,3.078999939E2,5.238733768E0,6.568821430E0
6.354105060E1,5.233373145E1,4.863778470E0,7.784655769E0,1.519999981E0,3.032000122E2,5.457893848E0,6.762337685E0
6.453799742E1,5.233374489E1,4.863769700E0,9.571656956E0,1.669999957E0,3.278999939E2,5.175571918E0,6.539089680E0
6.553764810E1,5.233375565E1,4.863754910E0,9.572640188E0,1.610000014E0,3.158999939E2,4.995718479E0,6.176201820E0
6.654239716E1,5.233376835E1,4.863748710E0,1.197884347E1,1.470000029E0,3.361000061E2,4.847699165E0,6.010013580E0
6.754115904E1,5.233378091E1,4.863750580E0,1.097617665E1,1.240000010E0,3.527000122E2,4.874392509E0,6.089146137E0
6.853708539E1,5.233379402E1,4.863752510E0,1.129254140E1,1.470000029E0,3.497000122E2,5.102435112E0,6.425014973E0
6.953725253E1,5.233380781E1,4.863754570E0,1.144374606E1,1.590000033E0,3.457999878E2,5.312582016E0,6.818646431E0
7.053997305E1,5.233381910E1,4.863755800E0,1.226413617E1,1.179999948E0,3.506000061E2,5.721776009E0,7.535158634E0
7.154272726E1,5.233382716E1,4.863753870E0,1.242851408E1,1.009999990E0,3.423999939E2,6.109565258E0,8.335087776E0
7.254139070E1,5.233383409E1,4.863759370E0,1.020526037E1,9.800000191E-1,2.099999905E0,5.796515465E0,7.711614609E0
7.354194268E1,5.233384228E1,4.863769770E0,1.008766309E1,1.009999990E0,1.710000038E1,5.643794537E0,7.478281498E0
7.453849091E1,5.233385334E1,4.863774880E0,9.201756271E0,1.019999981E0,3.582999878E2,5.375257015E0,7.045227051E0
7.553630419E1,5.233386327E1,4.863782380E0,9.120780873E0,8.899999857E-1,1.200000048E0,5.247882843E0,6.784998417E0
7.653807518E1,5.233387308E1,4.863796890E0,8.572707266E0,1.029999971E0,3.379999924E1,5.288109303E0,6.742519379E0
7.754737101E1,5.233388214E1,4.863809930E0,7.938511158E0,9.599999785E-1,3.400000000E1,5.444707870E0,6.871753693E0
7.854087690E1,5.233389080E1,4.863820530E0,8.052604107E0,9.599999785E-1,2.439999962E1,5.785164833E0,7.279091358E0
7.954105070E1,5.233390015E1,4.863831550E0,9.501231959E0,9.200000167E-1,2.470000076E1,5.523160934E0,7.096356392E0
8.054051778E1,5.233390815E1,4.863846910E0,9.270966352E0,9.200000167E-1,3.620000076E1,5.569542885E0,7.111942291E0
8.154427195E1,5.233391535E1,4.863858250E0,9.275926812E0,9.399999976E-1,3.540000153E1,5.438362122E0,6.922515392E0
8.254112143E1,5.233392510E1,4.863875140E0,9.496470205E0,9.399999976E-1,3.900000000E1,5.330671787E0,6.746266842E0
8.354160262E1,5.233393152E1,4.863893710E0,8.561614369E0,9.499999881E-1,5.550000000E1,5.145701885E0,6.489077091E0
8.453834497E1,5.233393929E1,4.863911010E0,7.794606385E0,9.599999785E-1,4.709999847E1,5.178870678E0,6.379632950E0
8.554207669E1,5.233394532E1,4.863921780E0,6.955570733E0,5.799999833E-1,3.909999847E1,5.428158283E0,6.539250851E0
8.653719762E1,5.233395521E1,4.863935130E0,6.505274896E0,1.110000014E0,3.229999924E1,5.977530003E0,6.774879932E0
8.753913143E1,5.233395779E1,4.863941760E0,6.615145599E0,3.100000024E-1,3.779999924E1,6.010044575E0,6.669979095E0
8.853747731E1,5.233395926E1,4.863944950E0,5.764807694E0,1.800000072E-1,8.659999847E1,6.060811996E0,6.682926655E0
