Time (s),Distance (cm),Datetime
0.003960458329,5.0,2024-06-11 14:36:45.003960
1.33129325,0.0,2024-06-11 14:36:46.331293
382.273193,5.0,2024-06-11 14:43:07.273193
382.57666,0.0,2024-06-11 14:43:07.576660
382.7100123,5.0,2024-06-11 14:43:07.710012
